,Train Loss,Test Loss,Train Accuracy,Test Accuracy
268,1.0066032648086547,1.113256335258484,0.7353,0.615
269,1.01494220495224,1.1226832270622251,0.7244,0.605
270,1.0119293093681336,1.0942854285240171,0.7328,0.645
271,1.0075251936912537,1.1010453701019287,0.7328,0.64
272,1.0225436449050904,1.1079654693603516,0.7183,0.6375
273,1.019461488723755,1.0940327644348145,0.72,0.6475
274,1.0079686403274537,1.1020885109901428,0.73,0.63
275,1.0129316091537477,1.107004940509796,0.7311,0.63
276,1.002420711517334,1.1057602167129517,0.7428,0.63
277,1.011977529525757,1.092745155096054,0.7369,0.65
278,1.0052557587623596,1.0981483459472656,0.7369,0.6375
279,1.0176316022872924,1.101827621459961,0.7308,0.6375
280,1.0477864265441894,1.1334404945373535,0.6878,0.6025
281,1.0258432626724243,1.1015920042991638,0.7164,0.6375
282,1.0234948754310609,1.1326241493225098,0.7194,0.6025
283,1.024355411529541,1.1336714029312134,0.7158,0.595
284,1.0264131546020507,1.1121230721473694,0.7158,0.615
285,1.029312014579773,1.1348184943199158,0.7075,0.595
286,1.0274895906448365,1.1023711562156675,0.71,0.6375
287,1.0271913528442382,1.1242687106132507,0.7181,0.61
288,1.0052160263061525,1.104742407798767,0.7431,0.63
289,1.0050018072128295,1.1051779985427856,0.7392,0.63
290,1.0076372742652893,1.115128993988037,0.7306,0.6125
291,1.011888337135315,1.1082482933998108,0.7408,0.6225
292,1.0009744763374329,1.098965048789978,0.7417,0.6325
293,1.0065215945243835,1.1080546975135803,0.74,0.625
294,1.0119760751724245,1.101854145526886,0.7375,0.63
295,1.003782284259796,1.1097407937049866,0.7419,0.615
296,1.0032381772994996,1.1031277775764463,0.7389,0.6275
297,1.0022655367851256,1.1131190657615662,0.7394,0.615
298,1.042389440536499,1.0993250012397766,0.7,0.645
299,1.0369776487350464,1.1266145706176758,0.7019,0.61
300,1.0283980011940002,1.1025484204292295,0.72,0.635
301,1.0191553950309753,1.1160286664962769,0.7261,0.62
302,1.004500937461853,1.1114963293075562,0.7333,0.62
303,1.0220020294189454,1.100174367427826,0.7161,0.64
304,1.0149722814559936,1.119928240776062,0.7261,0.61
305,1.0165734052658082,1.1131949424743652,0.7269,0.6175
306,1.016187608242035,1.1193166375160215,0.725,0.61
307,1.025869870185852,1.088977873325348,0.7197,0.6575
308,1.0256205320358276,1.1263815760612488,0.7186,0.6075
309,1.0253471851348877,1.0968664288520813,0.7211,0.6375
310,1.009415864944458,1.1094152927398682,0.7358,0.63
311,1.0102235436439515,1.1072332859039309,0.7344,0.625
312,1.002073132991791,1.1028488278388977,0.74,0.6375
313,1.0103906035423278,1.101639986038208,0.7358,0.6375
314,1.0043172717094422,1.1056042909622192,0.74,0.6225
315,1.0153802037239077,1.1189984679222107,0.7297,0.6175
316,1.0089807033538818,1.095665156841278,0.7314,0.64
317,1.005117642879486,1.0998142957687378,0.7342,0.63
318,1.0058121919631955,1.10143381357193,0.7378,0.6475
319,1.0048340678215026,1.0893290042877195,0.7386,0.6475
320,1.005415642261505,1.0949796438217163,0.7394,0.645
321,1.0068712472915649,1.088983118534088,0.7353,0.6475
322,1.0145594358444214,1.1087412238121033,0.7294,0.6225
323,1.0055428266525268,1.0936625599861145,0.7414,0.6425
324,1.0100505828857422,1.0933813452720642,0.7361,0.6375
325,1.0040642142295837,1.094526469707489,0.7439,0.6375
326,1.004971432685852,1.1033294796943665,0.7358,0.6325
327,1.0036718130111697,1.102403461933136,0.745,0.6375
328,0.9983176112174988,1.1040105819702148,0.7394,0.6275
329,1.0015701174736025,1.0995197892189026,0.7408,0.635
330,1.0024404764175414,1.1009920835494995,0.7419,0.635
331,1.0029364228248596,1.109918177127838,0.7403,0.625
332,1.008948302268982,1.113463580608368,0.7361,0.62
333,1.001632273197174,1.106624722480774,0.7367,0.63
334,1.0069228768348697,1.0952842235565186,0.7364,0.6425
335,1.003996241092682,1.1114293932914734,0.7383,0.625
336,1.0035630226135257,1.0990201234817505,0.74,0.64
337,1.0000818848609925,1.1118850111961365,0.7486,0.625
338,1.004341721534729,1.1164127588272097,0.7353,0.6225
339,1.0130195498466492,1.1039788722991943,0.7306,0.6275
340,1.0087320446968078,1.1166614294052124,0.7353,0.61
341,1.0087210893630982,1.1026382446289062,0.7375,0.6325
342,1.0084490537643434,1.1036792993545532,0.7386,0.6275
343,1.0176329731941225,1.1045496463775637,0.725,0.625
344,1.0343999862670898,1.102546751499176,0.7031,0.635
345,1.0115154504776,1.1026396751403809,0.7286,0.635
346,1.0135768890380858,1.1055693626403809,0.7317,0.6275
347,1.0197245121002196,1.0945361852645874,0.7194,0.6475
348,1.0284399271011353,1.1272063851356506,0.7075,0.61
349,1.0515801906585691,1.1132174730300903,0.6867,0.625
350,1.0347023725509643,1.113045871257782,0.7033,0.625
351,1.0303565859794617,1.0999435186386108,0.7092,0.6475
352,1.0285069465637209,1.1170655488967896,0.7092,0.6275
353,1.0323330879211423,1.1157826781272888,0.7106,0.6175
354,1.0121233463287354,1.111315906047821,0.7297,0.6175
355,1.0140618324279784,1.0999280214309692,0.7242,0.645
356,1.013242244720459,1.0894690155982971,0.7278,0.6475
357,1.0136739134788513,1.1106159090995789,0.7356,0.625
358,1.0040069103240967,1.1039310097694397,0.7364,0.6375
359,1.0063146233558655,1.095055103302002,0.7342,0.635
360,1.0028899550437926,1.1023834943771362,0.7403,0.635
361,1.0094419479370118,1.0954249501228333,0.7386,0.64
362,1.0015156507492065,1.0894277691841123,0.7464,0.65
363,1.0019140720367432,1.0906673669815063,0.7406,0.6475
364,1.002683901786804,1.0861456990242004,0.7422,0.655
365,1.013073408603668,1.1069684028625488,0.7325,0.635
366,1.012593638896942,1.1072259545326233,0.7325,0.6175
367,1.0020091533660889,1.096878945827484,0.7394,0.6425
368,1.0030654907226562,1.1057897210121157,0.7381,0.625
369,1.007258415222168,1.09773051738739,0.7278,0.6325
370,1.0126639008522034,1.109716296195984,0.7314,0.63
371,1.0036205887794494,1.0896605253219604,0.7378,0.645
372,0.997201418876648,1.103069543838501,0.7406,0.635
373,1.007086944580078,1.108519196510315,0.7322,0.625
374,1.0016627669334413,1.101074993610382,0.7369,0.6325
375,1.002607035636902,1.1081416010856628,0.7411,0.62
376,1.037233757972717,1.1227102875709534,0.6964,0.615
377,1.026788640022278,1.0993133783340454,0.7119,0.6375
378,1.012742030620575,1.1136893033981323,0.7261,0.6175
379,1.0023581743240355,1.1011310815811155,0.7344,0.6425
380,1.0045110821723937,1.1078413128852844,0.7411,0.6275
381,0.9987094163894652,1.1118979454040527,0.7422,0.6125
382,1.0035770416259766,1.0971364974975586,0.7361,0.64
383,1.0049270749092103,1.0996403098106384,0.7308,0.63
384,1.001341474056244,1.0915959477424622,0.7392,0.65
385,1.0063292264938355,1.0997838973999023,0.7328,0.6425
386,0.99630925655365,1.0898669362068176,0.7417,0.6425
387,0.9965688824653626,1.097408950328827,0.7486,0.635
388,0.9943433046340944,1.0977696180343628,0.7511,0.6375
389,1.0004740715026856,1.1095923781394958,0.7406,0.615
390,1.0010178327560424,1.0925063490867617,0.7419,0.64
391,0.9996418952941896,1.1012288331985474,0.7372,0.6325
392,0.9994261264801024,1.099905014038086,0.7492,0.6375
393,0.9944730520248412,1.0999862551689148,0.7467,0.64
394,1.0195361971855164,1.1196690797805786,0.7275,0.6125
395,1.0146599888801575,1.0947492718696594,0.7219,0.6475
396,1.017046856880188,1.1027691960334778,0.7206,0.6375
397,1.0135944128036498,1.1095765233039856,0.7242,0.63
398,1.011897325515747,1.102278232574463,0.7339,0.635
399,1.0097558498382568,1.0900880694389343,0.7333,0.65
400,0.9997722387313844,1.0888071656227112,0.7442,0.655
401,1.002154803276062,1.0957255363464355,0.7392,0.6525
402,1.012508010864258,1.088132619857788,0.7272,0.65
403,1.0174033522605896,1.1157703399658203,0.7278,0.6175
404,1.013036859035492,1.0910996198654177,0.7317,0.655
405,1.0012370944023132,1.101190745830536,0.7397,0.63
406,0.9969155430793762,1.086289405822754,0.7447,0.655
407,1.0006736636161804,1.0928590893745422,0.7494,0.645
408,1.0126861095428468,1.1143701076507568,0.7256,0.6275
409,1.0098577976226806,1.0990799069404602,0.73,0.63
410,0.9919127464294434,1.0922402143478394,0.7486,0.6475
411,1.0110758304595948,1.0977819561958313,0.7264,0.645
412,1.0228050470352172,1.0843461155891418,0.72,0.6575
413,1.0150910496711731,1.1107380986213684,0.7331,0.625
414,1.001168930530548,1.1019037365913391,0.7378,0.64
415,1.0053115367889405,1.0896751284599304,0.7389,0.6425
416,0.995325481891632,1.0886289477348328,0.7461,0.6475
417,0.9996541619300844,1.1013118028640747,0.7456,0.6325
418,0.994610857963562,1.0835548043251038,0.7497,0.6475
419,1.0053970336914062,1.0958982706069946,0.7361,0.6475
420,1.0010130405426023,1.1098695993423462,0.735,0.625
421,0.9999114871025084,1.1041679978370669,0.7458,0.6325
422,0.9954246997833252,1.0989079475402832,0.7525,0.635
423,0.9958946108818054,1.0942212343215942,0.7472,0.645
424,0.9945337891578674,1.0851328372955322,0.7519,0.6475
425,0.998113250732422,1.102736413478851,0.7475,0.63
426,0.9937829375267028,1.0902996063232422,0.7469,0.645
427,1.0019080638885498,1.0899294018745422,0.7367,0.65
428,0.9954168796539308,1.096635639667511,0.7478,0.6425
429,0.989471924304962,1.086472511291504,0.7522,0.645
430,0.995652723312378,1.0863216519355774,0.7506,0.65
431,1.0109971284866333,1.104262292385101,0.7322,0.6425
432,1.006492829322815,1.0904566645622251,0.7317,0.65
433,1.0155334711074828,1.1106311082839966,0.7275,0.63
434,1.001526987552643,1.084573745727539,0.7403,0.6475
435,1.005231761932373,1.0986307859420776,0.7367,0.6325
436,1.034919548034668,1.135745882987976,0.7047,0.6025
437,1.0134374260902406,1.1007589101791382,0.7292,0.6375
438,1.005289721488953,1.1095716953277588,0.7322,0.6275
439,0.9987459897994996,1.108401358127594,0.7381,0.6225
440,0.9981535792350767,1.085126280784607,0.7433,0.65
441,0.9970987915992736,1.0864343643188477,0.7472,0.6525
442,0.9939440727233888,1.0921629667282104,0.75,0.6375
443,0.9952537298202516,1.0935431122779846,0.7506,0.6375
444,0.9884187817573548,1.0902045369148254,0.7547,0.645
445,0.9859078764915468,1.087345540523529,0.7539,0.6475
446,0.99224134683609,1.089374601840973,0.7531,0.65
447,0.9908531308174132,1.0840668678283691,0.7519,0.65
448,0.9895172595977784,1.0872861742973328,0.7514,0.65
449,0.996546459197998,1.0846797227859497,0.7403,0.655
450,0.9900323152542114,1.0911275744438171,0.7472,0.6475
451,0.9969327569007872,1.097898244857788,0.7433,0.635
452,0.993337333202362,1.084296941757202,0.75,0.66
453,0.9864774823188782,1.0977201461791992,0.75,0.635
454,1.007768940925598,1.0823550820350647,0.7328,0.66
455,0.9908740758895874,1.090925633907318,0.7508,0.6475
456,0.9902133226394654,1.097133994102478,0.7506,0.6375
457,0.9986967086791992,1.0830724835395813,0.7492,0.6525
458,0.9837504386901856,1.0823349356651306,0.7572,0.6625
459,0.9926255822181702,1.093821346759796,0.7489,0.6375
460,0.9963757514953612,1.076019108295441,0.7489,0.665
461,0.9890924692153932,1.0988748669624329,0.7528,0.63
462,0.9965798616409302,1.0846651196479795,0.7453,0.6575
463,1.000282895565033,1.0982555747032166,0.7428,0.6425
464,1.0121385335922242,1.090616226196289,0.7322,0.6525
465,1.000290298461914,1.104411244392395,0.7397,0.63
466,0.9971080899238588,1.0950804352760315,0.7472,0.64
467,0.990697693824768,1.0849289298057556,0.7483,0.65
468,0.985753881931305,1.0899378657341003,0.7525,0.65
469,0.9868168592453004,1.0821499824523926,0.755,0.66
470,0.9906590342521668,1.0893073081970217,0.7522,0.6475
471,0.988307285308838,1.097213864326477,0.7514,0.6375
472,0.9863002061843872,1.0954217910766602,0.7528,0.645
473,0.992413568496704,1.0872602462768557,0.7514,0.6475
474,0.9930009961128234,1.088667333126068,0.7503,0.6475
475,0.9853391170501709,1.0824249386787417,0.7556,0.655
476,0.9876466512680052,1.0948670506477356,0.7517,0.64
477,0.9881754994392395,1.0802658200263977,0.7536,0.6575
478,0.985373067855835,1.0818021297454834,0.7567,0.655
479,0.9902778148651123,1.0876858830451963,0.7547,0.6525
480,0.9924429178237916,1.0861584544181824,0.7567,0.655
