,Train Loss,Test Loss,Train Accuracy,Test Accuracy
254,0.9859564542770386,1.0889323949813845,0.7603,0.6525
255,0.9849194765090944,1.0945578217506409,0.7567,0.645
256,0.9899544477462768,1.1058657765388489,0.7558,0.63
257,0.986801028251648,1.073306143283844,0.7528,0.675
258,0.980967342853546,1.1052293181419373,0.7603,0.63
259,0.979247534275055,1.0929773449897766,0.7647,0.6475
260,0.9841975808143616,1.0922171473503113,0.7617,0.6525
261,0.9834064841270448,1.0721752047538755,0.7594,0.6675
262,0.9858920693397522,1.088328242301941,0.7597,0.655
263,0.9803919911384582,1.093884527683258,0.76,0.6425
264,0.9804609656333924,1.0925352573394775,0.7622,0.6475
265,0.9808279395103454,1.0815836787223816,0.7631,0.655
266,0.977272129058838,1.0796239972114563,0.7647,0.66
267,0.9811954736709596,1.0799397230148315,0.7592,0.6575
268,0.9873591184616088,1.0968677997589111,0.7556,0.6425
269,0.9849746704101564,1.0676658153533936,0.7567,0.675
270,0.9801008820533752,1.078539490699768,0.7606,0.6575
271,0.992061483860016,1.074144184589386,0.7542,0.67
272,0.9920143961906434,1.081345617771149,0.7558,0.655
273,0.984444522857666,1.0753173828125,0.7608,0.67
274,0.9905477166175842,1.0833281874656675,0.7631,0.66
275,0.9838908910751344,1.0845523476600647,0.7636,0.6525
276,0.9788983821868896,1.0922957062721252,0.7622,0.6475
277,0.9821595788002014,1.079666256904602,0.7664,0.6625
278,0.9729638576507568,1.0762503147125244,0.7686,0.6675
279,0.9791743397712708,1.0796297490596771,0.7669,0.6625
280,0.9772264361381532,1.091439723968506,0.7628,0.6475
281,0.9770652651786804,1.0694397687911987,0.7625,0.675
282,0.988537859916687,1.078429639339447,0.7553,0.6675
283,0.9794326543807984,1.085388422012329,0.7631,0.6525
284,0.9807058215141295,1.0826460123062134,0.7636,0.655
285,0.9829203128814696,1.0732338428497314,0.7658,0.67
286,0.9726540803909302,1.09329354763031,0.7678,0.65
287,0.9708828210830688,1.0869277119636536,0.7711,0.6475
288,0.9682427167892456,1.0887369513511658,0.7703,0.65
289,0.9694992661476136,1.0968977510929108,0.7697,0.6425
290,0.9704999446868896,1.0884443521499634,0.7703,0.66
291,0.9742229819297792,1.094925045967102,0.7694,0.6475
292,0.9740984439849854,1.0869612097740171,0.77,0.655
293,0.9788238406181335,1.0953907370567322,0.765,0.645
294,0.97820885181427,1.0645062625408173,0.7603,0.6775
295,0.9857387781143188,1.0864089131355286,0.7556,0.6575
296,0.9953405261039734,1.0828506350517273,0.7486,0.6575
297,1.0036452174186707,1.1091639995574951,0.7356,0.635
298,1.0043498277664185,1.098377287387848,0.7369,0.6425
299,0.9970287680625916,1.066023975610733,0.7428,0.675
300,0.988187611103058,1.0880433320999146,0.7569,0.6525
301,0.9941280841827392,1.070245921611786,0.75,0.6725
302,0.981958520412445,1.094818949699402,0.7592,0.645
303,0.98491108417511,1.0749022364616394,0.7592,0.67
304,0.9909120082855224,1.108489990234375,0.75,0.6325
305,0.9913928031921386,1.100028574466705,0.7553,0.64
306,0.9879542589187622,1.087352275848389,0.7481,0.6575
307,0.9998251557350158,1.1014875769615171,0.7403,0.64
308,0.9950640439987184,1.09275484085083,0.7433,0.6475
309,0.9939612984657288,1.0864033699035645,0.7472,0.655
310,0.9811813712120055,1.082518994808197,0.7625,0.6625
311,0.9842510104179384,1.0847028493881226,0.7628,0.6475
312,0.9749122381210328,1.104021430015564,0.7661,0.635
313,0.9735069394111632,1.0854997634887695,0.7689,0.65
314,0.9743404865264892,1.076213300228119,0.7697,0.66
315,0.9734092473983764,1.088025987148285,0.7714,0.6525
316,0.9689398407936096,1.0896491408348083,0.7714,0.645
317,0.9717636108398438,1.0843204259872437,0.7733,0.66
318,0.9706117868423462,1.0762060284614563,0.7719,0.665
319,0.967723059654236,1.0825385451316831,0.7747,0.66
320,0.9696171522140504,1.0784478187561035,0.7778,0.665
321,0.9650405764579773,1.0867722034454346,0.7764,0.655
322,0.9740317225456238,1.0912338495254517,0.7725,0.65
323,0.967486035823822,1.0934672951698303,0.7761,0.645
324,0.965309238433838,1.0966822504997251,0.7761,0.645
325,0.9685479164123536,1.0912331938743591,0.7761,0.6475
326,0.9655053973197936,1.0777755975723269,0.7778,0.665
327,0.963788080215454,1.0838281512260437,0.7764,0.6575
328,0.964805006980896,1.0785256028175354,0.7772,0.6625
329,0.9675721049308776,1.084075689315796,0.7761,0.655
330,0.9638954877853394,1.0689430832862854,0.7758,0.67
331,0.9640187978744508,1.0838400721549988,0.7756,0.6575
332,0.9687751770019531,1.0918477773666382,0.7764,0.6475
333,0.9654640555381776,1.0910711288452148,0.7775,0.65
334,0.974892008304596,1.083719789981842,0.7739,0.6575
335,0.973444128036499,1.0829883813858032,0.7739,0.6575
336,0.9678464651107788,1.0865764021873474,0.7753,0.655
337,0.9606383919715882,1.079781413078308,0.7772,0.655
338,0.961075735092163,1.0853997468948364,0.7786,0.66
339,0.9635016679763794,1.0836126804351809,0.7786,0.6575
340,0.9638226747512816,1.0765736401081083,0.7783,0.665
341,0.9635238528251648,1.0648784041404724,0.7794,0.6775
342,0.9699921369552612,1.0764080286026,0.7753,0.6625
343,0.9696299433708192,1.075156033039093,0.7778,0.6625
344,0.9651359915733336,1.0829781889915466,0.7797,0.655
345,0.9653398394584656,1.0969467163085938,0.7744,0.6425
346,0.9663017630577088,1.0780848264694214,0.775,0.66
347,0.9655236721038818,1.0918103456497192,0.7786,0.6475
348,0.9674491286277772,1.0863907933235168,0.7797,0.655
349,0.9680283308029176,1.0965744853019714,0.7731,0.6425
350,0.9731037378311156,1.0817894339561462,0.7667,0.6575
351,0.9679911851882934,1.093442142009735,0.7764,0.65
352,0.964947474002838,1.0863906145095823,0.7736,0.6525
353,0.9654288530349732,1.0912655591964722,0.7794,0.6475
354,0.959284782409668,1.075184345245361,0.7806,0.6675
355,0.9604920983314514,1.0930504202842712,0.7808,0.65
356,0.9685439109802246,1.0887402296066284,0.7775,0.65
357,0.9702328443527222,1.0668768286705017,0.7728,0.6775
358,0.962218976020813,1.0773159265518188,0.7758,0.6625
359,0.9678631782531738,1.0813331604003906,0.7786,0.66
360,0.9619683623313904,1.0858471393585205,0.7794,0.655
361,0.9728630781173706,1.0880939364433289,0.7736,0.6475
362,0.9611936926841737,1.0927762985229492,0.78,0.65
363,0.963516640663147,1.0975515246391296,0.7778,0.6425
364,0.961323058605194,1.1016890406608582,0.7803,0.63
365,0.9650188326835633,1.0881630778312683,0.775,0.655
366,0.961999785900116,1.0977238416671753,0.7803,0.6425
367,0.9599002480506896,1.0994824767112732,0.7803,0.64
368,0.9645625948905944,1.0954943895339966,0.7825,0.65
369,0.9685758709907532,1.085049033164978,0.7753,0.6575
370,0.9652796506881712,1.0932448506355286,0.7797,0.645
371,0.9646553993225098,1.0871451497077942,0.7772,0.6525
372,0.961289405822754,1.092855155467987,0.7819,0.6475
373,0.9633524656295775,1.0903881192207336,0.7794,0.655
374,0.9604270219802856,1.1130253076553345,0.7794,0.625
375,0.9751406073570252,1.0918166041374209,0.7683,0.65
376,0.971181297302246,1.0951675772666931,0.7686,0.6425
377,0.9732857346534728,1.0780556201934814,0.7711,0.6675
378,0.9633035063743592,1.0894630551338196,0.7753,0.655
379,0.972384774684906,1.0841012001037598,0.7703,0.66
380,0.9695850014686584,1.0843271613121033,0.7744,0.66
381,0.9627020120620728,1.0779059529304504,0.7792,0.6675
382,0.9610835433006286,1.0769311785697937,0.7836,0.6625
383,0.9679597973823548,1.076446294784546,0.7758,0.6625
384,0.9646870255470276,1.091240406036377,0.7794,0.65
385,0.9601519584655762,1.079407513141632,0.7792,0.66
386,0.9612971782684326,1.0919883251190186,0.7822,0.65
387,0.9572415471076964,1.0959094762802124,0.7822,0.6425
388,0.9576249241828918,1.1058563590049744,0.7822,0.635
389,0.959929132461548,1.0922367572784424,0.7836,0.6525
390,0.9568419575691224,1.108323574066162,0.7858,0.6275
391,0.95923433303833,1.1173089146614077,0.7842,0.6225
392,0.9555557847023012,1.1084743738174438,0.7861,0.635
393,0.9588714599609376,1.0999744534492493,0.7856,0.6375
394,0.9624940991401671,1.1063114404678345,0.7836,0.63
395,0.9546530961990356,1.094016134738922,0.7861,0.645
396,0.9563976287841796,1.0830285847187042,0.7864,0.6575
397,0.9562823414802551,1.0787381529808044,0.7856,0.665
398,0.9532201290130616,1.0966848731040957,0.7872,0.645
399,0.9661296248435974,1.090707004070282,0.7806,0.65
400,0.9660256743431092,1.108583152294159,0.7778,0.6275
401,0.9684081912040712,1.0894096493721008,0.7742,0.65
402,0.961012315750122,1.1052458882331848,0.7814,0.635
403,0.9691474080085756,1.08295738697052,0.7772,0.655
404,0.9632555484771728,1.09687077999115,0.7828,0.64
405,0.958239471912384,1.0810621976852417,0.7817,0.6575
406,0.9577156066894532,1.0903926491737366,0.7889,0.6475
407,0.9657180905342102,1.08721262216568,0.7803,0.6525
408,0.9557225465774536,1.0924968123435974,0.7847,0.645
409,0.95120530128479,1.0872594118118286,0.7914,0.65
410,0.9612286925315856,1.096285700798035,0.7825,0.6425
411,0.9665019869804382,1.0742021203041077,0.7794,0.6675
412,0.9620054364204408,1.1021656394004822,0.7822,0.635
413,0.9603120684623718,1.083441287279129,0.78,0.655
414,0.9650216460227966,1.0846759676933289,0.7819,0.655
415,0.966530990600586,1.075439691543579,0.7794,0.665
416,0.9619994163513184,1.0922298431396484,0.7831,0.6425
417,0.9541695713996888,1.0782790184020996,0.7878,0.6625
418,0.9544567346572876,1.0836710333824158,0.79,0.6625
419,0.9477635979652403,1.0844573974609375,0.7908,0.655
420,0.9492601990699768,1.0856517553329468,0.7894,0.6525
421,0.9598296880722046,1.083661437034607,0.7886,0.66
422,0.958967125415802,1.0839372277259829,0.7906,0.6575
423,0.9517542362213136,1.0967184901237488,0.7908,0.635
424,0.9483006954193116,1.092422902584076,0.79,0.645
425,0.9525020718574524,1.0932286977767944,0.7908,0.6475
426,0.9524593949317932,1.0957331657409668,0.7903,0.6425
427,0.9468573689460754,1.0929319262504578,0.7919,0.65
428,0.949594473838806,1.0992926359176636,0.7894,0.645
429,0.955307912826538,1.0980600714683533,0.7933,0.64
430,0.954463791847229,1.0826072692871094,0.7908,0.6625
431,0.9493419766426088,1.0719416737556458,0.7944,0.6725
432,0.9452910780906676,1.0872268676757812,0.7947,0.6525
433,0.94875168800354,1.0806670784950256,0.7911,0.6625
434,0.947427761554718,1.0801852941513062,0.7942,0.66
435,0.9534560441970824,1.092007756233215,0.7933,0.655
436,0.9481457591056824,1.0873772501945496,0.7931,0.6525
437,0.9510909795761108,1.0871095657348633,0.7942,0.6575
438,0.9537752509117128,1.0850763320922852,0.7931,0.66
439,0.9551397323608398,1.0931468605995178,0.7908,0.65
440,0.9510388016700744,1.0856363773345947,0.7922,0.6575
441,0.9548659086227416,1.0854671001434326,0.7883,0.655
442,0.9479752898216248,1.0858497619628906,0.7897,0.6525
443,0.964124035835266,1.0758522748947144,0.7778,0.6675
444,0.9600934624671936,1.0878485441207886,0.7853,0.6525
445,0.9558401584625243,1.0834699273109436,0.7858,0.66
446,0.956944751739502,1.0992014408111572,0.7869,0.64
447,0.9501332759857176,1.0916149616241455,0.7897,0.65
448,0.9570295214653016,1.091018557548523,0.7886,0.65
449,0.9560728669166564,1.0858293771743774,0.7872,0.655
450,0.9560785055160522,1.0775445103645325,0.7886,0.6675
451,0.9500020027160644,1.073139190673828,0.7906,0.6725
452,0.9507195353507996,1.0756981372833252,0.7919,0.665
453,0.9523968815803528,1.0750948786735537,0.7919,0.6675
454,0.9563389420509338,1.0811724662780762,0.7883,0.6625
455,0.9534914255142212,1.0711985230445862,0.7906,0.675
456,0.9523360848426818,1.0710715651512146,0.7939,0.6675
457,0.9535937786102296,1.0804951190948486,0.7947,0.665
458,0.9536732316017152,1.0781282782554626,0.795,0.6625
459,0.9459204196929932,1.0833899974822998,0.7944,0.6575
460,0.9464972972869872,1.0854251384735107,0.7939,0.655
461,0.95184428691864,1.0803863406181335,0.7928,0.665
462,0.9586913704872132,1.0999577045440674,0.7853,0.6375
463,0.9657636880874634,1.0723543763160706,0.7783,0.6675
464,0.957624077796936,1.0757543444633484,0.7839,0.6675
465,0.952006459236145,1.0773526430130005,0.7889,0.6625
466,0.9566849946975708,1.0996634364128113,0.7861,0.64
467,0.9498960733413696,1.092464566230774,0.7908,0.6475
468,0.945367693901062,1.0890177488327026,0.795,0.6525
469,0.9501132130622864,1.092288315296173,0.7928,0.6475
470,0.9562329292297364,1.082433819770813,0.7906,0.66
471,0.9552613973617554,1.1017398834228516,0.7842,0.64
472,0.95652939081192,1.0803877115249634,0.7869,0.6575
473,0.9560400128364565,1.1020243167877195,0.7894,0.6375
474,0.9488352775573732,1.091455340385437,0.7947,0.65
475,0.9453877568244934,1.0826205611228945,0.7947,0.6525
476,0.952053678035736,1.091608464717865,0.7894,0.65
477,0.9501920461654664,1.0707932710647583,0.79,0.6775
478,0.9522985696792604,1.0797857642173767,0.7958,0.6575
