Train Loss,Test Loss,Train Accuracy,Test Accuracy
1.3887384176254272,1.3884087204933167,0.22138889133930206,0.2199999988079071
1.3811797380447388,1.3820159435272217,0.4050000011920929,0.4050000011920929
1.3659382581710815,1.370149552822113,0.3769444525241852,0.3474999964237213
1.3448855400085449,1.355262577533722,0.3769444525241852,0.3474999964237213
1.3542760610580444,1.3664544224739075,0.3769444525241852,0.3474999964237213
1.3344002962112427,1.3431512713432312,0.3769444525241852,0.3474999964237213
1.3344581365585326,1.3387876152992249,0.38361111283302307,0.3474999964237213
1.3161199331283568,1.3209389448165894,0.40138891339302063,0.36249998211860657
1.2911807537078857,1.2965621948242188,0.4116666913032532,0.39249998331069946
1.2554027080535888,1.2643794417381287,0.44305557012557983,0.4675000011920929
1.2364666700363158,1.235679805278778,0.48777779936790466,0.47749999165534973
1.2219109058380127,1.2108652591705322,0.4958333373069763,0.5199999809265137
1.212311577796936,1.2007128596305847,0.506944477558136,0.5174999833106995
1.2239585161209106,1.2099185585975647,0.5047222375869751,0.5149999856948853
1.2139947175979615,1.1883452534675598,0.503333330154419,0.5475000143051147
1.1959532737731933,1.1752809286117554,0.5213888883590698,0.5475000143051147
1.1941262006759643,1.1698409914970398,0.5333333611488342,0.5649999976158142
1.2028363943099976,1.1563348770141602,0.5247222185134888,0.5849999785423279
1.184753155708313,1.152637779712677,0.5472222566604614,0.5824999809265137
1.174616765975952,1.1457334160804749,0.5538889169692993,0.6049999594688416
1.1813215970993043,1.1406804323196411,0.550000011920929,0.6024999618530273
1.1684671878814696,1.1303828954696655,0.5566666722297668,0.6200000047683716
1.1587821006774903,1.1360899209976196,0.5711111426353455,0.5999999642372131
1.1606181621551515,1.1178569197654724,0.5716666579246521,0.6324999928474426
1.1452353477478028,1.1238813996315002,0.5908333659172058,0.6225000023841858
1.1408811330795288,1.1081096529960632,0.5938888788223267,0.6324999928474426
1.1309446096420288,1.1134783625602722,0.6019444465637207,0.6274999976158142
1.132236409187317,1.105496883392334,0.6077777743339539,0.6424999833106995
1.1315269708633422,1.1054972410202026,0.6061111092567444,0.6225000023841858
1.1243733882904052,1.1026650667190552,0.6083333492279053,0.6449999809265137
1.1187630414962768,1.1144002676010132,0.6163889169692993,0.612500011920929
1.1222249031066895,1.1011338233947754,0.6161110997200012,0.625
1.1172163009643554,1.1202130317687988,0.6230555772781372,0.6100000143051147
1.1147653341293335,1.1157633066177368,0.6327778100967407,0.6150000095367432
1.109139633178711,1.1107253432273865,0.6294444799423218,0.6150000095367432
1.1059415102005006,1.1141155362129211,0.6377778053283691,0.6150000095367432
1.10802104473114,1.1043817400932312,0.6336111426353455,0.6349999904632568
1.1098987340927124,1.1018968224525452,0.6258333325386047,0.6175000071525574
1.0988559007644654,1.1037455797195435,0.6344444751739502,0.625
1.1091824293136596,1.1203187108039856,0.6347222328186035,0.612500011920929
1.094951581954956,1.110224723815918,0.6399999856948853,0.612500011920929
1.090417242050171,1.1148194670677185,0.6525000333786011,0.6175000071525574
1.0850787162780762,1.1070170402526855,0.6505555510520935,0.6175000071525574
1.0926151514053344,1.0966652631759644,0.6455555558204651,0.637499988079071
1.097267246246338,1.1109105944633484,0.6455555558204651,0.6225000023841858
1.0854475975036622,1.1015020608901978,0.6538888812065125,0.6349999904632568
1.086804413795471,1.1065331101417542,0.6577777862548828,0.6225000023841858
1.0801371335983276,1.08927321434021,0.6608333587646484,0.6274999976158142
