Train Loss,Test Loss,Train Accuracy,Test Accuracy
1.3854272603988647,1.3841095566749573,0.23333333432674408,0.25
1.3791549921035766,1.3795757293701172,0.3769444525241852,0.3474999964237213
1.3656152486801147,1.3706838488578796,0.3769444525241852,0.3474999964237213
1.3413401603698731,1.3573150038719177,0.3769444525241852,0.3474999964237213
1.332785415649414,1.3622108697891235,0.3769444525241852,0.3474999964237213
1.3366323471069337,1.348264753818512,0.3769444525241852,0.3474999964237213
1.323954701423645,1.3405513763427734,0.38749998807907104,0.36000001430511475
1.320755386352539,1.3324861526489258,0.3891666531562805,0.375
1.2869647026062012,1.3294105529785156,0.42750000953674316,0.38749998807907104
1.2865618228912354,1.3186525106430054,0.44611111283302307,0.3799999952316284
1.273213505744934,1.3182957768440247,0.4358333349227905,0.375
1.285557746887207,1.3156391978263855,0.4444444477558136,0.39750000834465027
1.2762650012969972,1.3060465455055237,0.4533333480358124,0.41999998688697815
1.2787086963653564,1.293283998966217,0.45472222566604614,0.41749998927116394
1.2762791156768798,1.2924487590789795,0.45500001311302185,0.42250001430511475
1.2628854513168335,1.284180223941803,0.46138888597488403,0.41499999165534973
1.2688985824584962,1.278948724269867,0.4602777659893036,0.42250001430511475
1.2666565895080566,1.2822088599205017,0.46416667103767395,0.41499999165534973
1.257173752784729,1.2642619609832764,0.46833333373069763,0.42250001430511475
1.2491346836090087,1.2681599259376526,0.46888887882232666,0.4124999940395355
1.2586379051208496,1.2714165449142456,0.47083333134651184,0.4124999940395355
1.2489094734191895,1.2640579342842102,0.4738888740539551,0.4325000047683716
1.2376718997955323,1.239880621433258,0.4794444441795349,0.4375
1.235643219947815,1.2288653254508972,0.5013889074325562,0.5074999928474426
1.224396014213562,1.2173972725868225,0.5002777576446533,0.4950000047683716
1.2206114053726196,1.1949254870414734,0.5047222375869751,0.5174999833106995
1.2053160667419434,1.182041049003601,0.5263888835906982,0.550000011920929
1.2322163105010986,1.1893901824951172,0.49388888478279114,0.5299999713897705
1.2212378978729248,1.1832650899887085,0.5,0.5450000166893005
1.2135773420333862,1.1676430702209473,0.5105555653572083,0.5575000047683716
1.1946801900863648,1.147141933441162,0.5363888740539551,0.5774999856948853
1.1882558822631837,1.1453922390937805,0.5313888788223267,0.5550000071525574
1.1938221454620361,1.139724612236023,0.5336111187934875,0.5774999856948853
1.1877054691314697,1.1383249759674072,0.5450000166893005,0.5899999737739563
1.2005860805511475,1.1637295484542847,0.5252777934074402,0.5674999952316284
1.1854531288146972,1.1405611038208008,0.5425000190734863,0.5924999713897705
1.1843607664108275,1.1307772994041443,0.5422222018241882,0.6225000023841858
1.1949766874313354,1.1573007106781006,0.5441666841506958,0.5575000047683716
1.1823706865310668,1.1281236410140991,0.5536110997200012,0.5924999713897705
1.1737160444259644,1.123905062675476,0.5566666722297668,0.6150000095367432
1.1746508121490478,1.1202596426010132,0.5572222471237183,0.6100000143051147
1.180367398262024,1.1167466640472412,0.5605555772781372,0.6100000143051147
1.1637841701507567,1.1165339350700378,0.5633333325386047,0.6100000143051147
1.167703127861023,1.1187344789505005,0.5680555701255798,0.6150000095367432
1.1697392225265504,1.1182573437690735,0.5663889050483704,0.6025000214576721
1.1711961030960083,1.1230629682540894,0.5586110949516296,0.6050000190734863
1.1743871212005614,1.1236780881881714,0.5636110901832581,0.6225000023841858
1.1545386791229248,1.1191715598106384,0.573888897895813,0.6100000143051147
1.1615488290786744,1.113667070865631,0.5716666579246521,0.6225000023841858
1.16395902633667,1.1120209097862244,0.5724999904632568,0.612500011920929
1.1602338790893554,1.1059885025024414,0.5744444727897644,0.6349999904632568
1.1562893390655518,1.1189190745353699,0.5799999833106995,0.6150000095367432
1.1626585960388183,1.1056381464004517,0.5733333230018616,0.6150000095367432
1.15613853931427,1.1238477230072021,0.5802778005599976,0.6075000166893005
1.1588342189788818,1.1137818694114685,0.570555567741394,0.6299999952316284
1.1555076122283936,1.1290026903152466,0.5786111354827881,0.5924999713897705
1.1651100635528564,1.1188529133796692,0.5647222399711609,0.6075000166893005
1.1722964286804198,1.1201213002204895,0.5638889074325562,0.6050000190734863
1.141121220588684,1.1059653759002686,0.5841666460037231,0.6324999928474426
1.1498203039169312,1.1127970814704895,0.586388885974884,0.6075000166893005
1.151219129562378,1.1007038950920105,0.5838888883590698,0.625
1.1486935377120973,1.1174789071083069,0.5880555510520935,0.5899999737739563
1.1557992696762085,1.103050410747528,0.5727777481079102,0.6225000023841858
1.1423211336135863,1.1059054732322693,0.5922222137451172,0.625
1.1402787685394287,1.1111596822738647,0.590833306312561,0.5975000262260437
1.143371868133545,1.1029039025306702,0.5891666412353516,0.6175000071525574
1.1444446802139283,1.1125147342681885,0.590833306312561,0.6050000190734863
1.1408878326416017,1.1001006960868835,0.5936111211776733,0.6200000047683716
1.1435672521591187,1.1106858849525452,0.5952777862548828,0.6050000190734863
1.1343992710113526,1.1014424562454224,0.6025000214576721,0.6200000047683716
1.1343590021133423,1.0996333360671997,0.6063888669013977,0.6025000214576721
1.1354120254516602,1.0947132110595703,0.6105555295944214,0.6349999904632568
1.1328209161758422,1.0971470475196838,0.6052777767181396,0.6299999952316284
1.1339329481124878,1.097606599330902,0.6088888645172119,0.6274999976158142
1.1267743825912475,1.0871909260749817,0.6077777743339539,0.637499988079071
1.1394236087799072,1.0979310274124146,0.6000000238418579,0.6274999976158142
1.1357778310775757,1.0899637937545776,0.6013888716697693,0.6424999833106995
1.1219406366348266,1.0931437015533447,0.6102777719497681,0.6399999856948853
1.1177462577819823,1.0965858697891235,0.6105555295944214,0.6424999833106995
